id;point;address
30178;7724;sophia road 2602
30179;7724;sophia road 30
30180;7724;sophia road 301
30181;7724;sophia road 309
30182;7724;sophia road 314
30183;7724;sophia road 327
30184;7724;sophia road 328-329
30185;7724;sophia road 4-22
30186;7724;sophia road 406
30187;7724;sophia road 409
30188;7724;sophia road 410
30189;7724;sophia road 417
30190;7724;sophia road 418
30191;7724;sophia road 419
30192;7724;sophia road 426
30193;7724;sophia road 431
30194;7724;sophia road 45g
30195;7724;sophia road 46-47
30196;7724;sophia road 502
30197;7724;sophia road 503
30198;7724;sophia road 504
30199;7724;sophia road 618
30200;7724;sophia road g-29
30201;7724;sophia road g-38
30202;7724;sophia road g-40
30203;7724;sophia road g-51
30204;7724;sophia road g-52
30205;7724;stamford road 67
30206;7724;tank road 59
30207;7724;upper wilkie road 9
30208;7724;wilkie road 324
30209;7724;wilkie road 47
30210;7724;winstedt drive 2a
30211;7724;winstedt road 1
30212;7724;winstedt road 1a
30213;7724;winstedt road 1b
30214;7724;winstedt road 3b
30215;7725;guillemard lane 1
30216;7726;everitt road 150
30217;7727;haig road 100
30218;7728;tembeling road 159
30219;7729;everitt road 142
30220;7730;verdun road -
30221;7730;verdun road 10b
30222;7730;verdun road 12b
30223;7730;verdun road 16d
30224;7730;verdun road 18
30225;7730;verdun road 2
30226;7730;verdun road 24
30227;7730;verdun road 24a
30228;7730;verdun road 24d
30229;7730;verdun road 26
30230;7730;verdun road 28
30231;7730;verdun road 30
30232;7730;verdun road 5
30233;7730;verdun road 6
30234;7730;verdun road 6a
30235;7730;verdun road 6b
30236;7730;verdun road 6c
30237;7730;verdun road 8
30238;7730;verdun road 8a
30239;7730;verdun road 8b
30240;7730;verdun road 8c
30241;7730;verdun road no. 5
30242;7731;tech park crescent 40
30243;7731;tech park crescent 44
30244;12073;balestier road 244
30245;7732;lorong n telok kurau 101
30246;7732;lorong n telok kurau 101c
30247;7732;lorong n telok kurau 103
30248;7732;lorong n telok kurau 103a
30249;7732;lorong n telok kurau 103b
30250;7732;lorong n telok kurau 105
30251;7732;lorong n telok kurau 105b
30252;7732;lorong n telok kurau 106
30253;7732;lorong n telok kurau 106b
30254;7732;lorong n telok kurau 10a
30255;7732;lorong n telok kurau 11
30256;7732;lorong n telok kurau 15
30257;7732;lorong n telok kurau 18
30258;7732;lorong n telok kurau 19
30259;7732;lorong n telok kurau 1a
30260;7732;lorong n telok kurau 1b
30261;7732;lorong n telok kurau 1c
30262;7732;lorong n telok kurau 2
30263;7732;lorong n telok kurau 23a
30264;7732;lorong n telok kurau 24
30265;7732;lorong n telok kurau 3
30266;7732;lorong n telok kurau 31
30267;7732;lorong n telok kurau 35
30268;7732;lorong n telok kurau 36
30269;7732;lorong n telok kurau 37
30270;7732;lorong n telok kurau 37a
30271;7732;lorong n telok kurau 39
30272;7732;lorong n telok kurau 3a
30273;7732;lorong n telok kurau 40
30274;7732;lorong n telok kurau 41
30275;7732;lorong n telok kurau 42
30276;7732;lorong n telok kurau 45
30277;7732;lorong n telok kurau 47
30278;7732;lorong n telok kurau 50
30279;7732;lorong n telok kurau 52
30280;7732;lorong n telok kurau 52a
30281;7732;lorong n telok kurau 55
30282;7732;lorong n telok kurau 56
30283;7732;lorong n telok kurau 56a
30284;7732;lorong n telok kurau 56c
30285;7732;lorong n telok kurau 57a
30286;7732;lorong n telok kurau 58
30287;7732;lorong n telok kurau 58a
30288;7732;lorong n telok kurau 58b
30289;7732;lorong n telok kurau 58c
30290;7732;lorong n telok kurau 5a
30291;7732;lorong n telok kurau 6
30292;7732;lorong n telok kurau 60
30293;7732;lorong n telok kurau 60a
30294;7732;lorong n telok kurau 60c
30295;7732;lorong n telok kurau 60d
30296;7732;lorong n telok kurau 60e
30297;7732;lorong n telok kurau 65
30298;7732;lorong n telok kurau 66b
30299;7732;lorong n telok kurau 67
30300;7732;lorong n telok kurau 68
30301;7732;lorong n telok kurau 68b
30302;7732;lorong n telok kurau 6a
30303;7732;lorong n telok kurau 70
30304;7732;lorong n telok kurau 70a
30305;7732;lorong n telok kurau 72
30306;7732;lorong n telok kurau 72a
30307;7732;lorong n telok kurau 74a
30308;7732;lorong n telok kurau 74c
30309;7732;lorong n telok kurau 77
30310;7732;lorong n telok kurau 77b
30311;7732;lorong n telok kurau 77c
30312;7732;lorong n telok kurau 78a
30313;7732;lorong n telok kurau 78b
30314;7732;lorong n telok kurau 79b
30315;7732;lorong n telok kurau 79d
30316;7732;lorong n telok kurau 81
30317;7732;lorong n telok kurau 86
30318;7732;lorong n telok kurau 89
30319;7732;lorong n telok kurau 8a
30320;7732;lorong n telok kurau 90
30321;7732;lorong n telok kurau 90a
30322;7732;lorong n telok kurau 90b
30323;7732;lorong n telok kurau 92a
30324;7732;lorong n telok kurau 92b
30325;7732;lorong n telok kurau 93
30326;7732;lorong n telok kurau 93b
30327;7732;lorong n telok kurau 95
30328;7732;lorong n telok kurau 96
30329;7732;lorong n telok kurau 99
30330;7733;lavender street 57
30331;7733;lavender street 57a
30332;7734;syed alwi road 114
30333;7735;lorong 6 geylang 44
30334;7736;clementi avenue 1 420a
30335;7737;tyrwhitt road 39a
30336;7738;lembu road 21
30337;7739;jalan keris 32
30338;7739;jalan keris 33
30339;7739;jalan keris 34
30340;7739;jalan keris 35
30341;7740;west coast drive 512
30342;7741;jalan kuning 41
30343;7742;onan road 272
30344;7743;taman mas merah 28
30345;7743;west coast walk 4a
30346;7743;west coast walk 6a
30347;7743;west coast walk 8a
30348;10308;west coast walk no. 12
30349;7744;holland avenue 110
30350;7745;telok kurau road 300
30351;7746;guillemard road 100
30352;7747;lembu road 25
30353;7748;pandan loop 25
30354;7749;duku lane 10
30355;7750;nassim road 31
30356;7751;syed alwi road 104
30357;7752;tech park crescent 38
30358;7753;syed alwi road 115
30359;7753;syed alwi road 115b
30360;7754;taman warna 88
30361;7755;race course road 146
30362;7755;race course road 146a
30363;7756;gul way 1
30364;7756;gul way 19
30365;7756;gul way 25
30366;7756;gul way 4
30367;7757;everitt road 148
30368;7758;jalan lim tai see 125
30369;7758;lembu road 23
30370;7759;lembu road 27
30371;7760;everitt road 130a
30372;7761;lorong 8 geylang 61
30373;7762;jalan besar 260c
30374;7763;taman warna 80
30375;7764;duku lane 8
30376;7765;winstedt drive 1
30377;7765;winstedt drive 2
30378;7765;winstedt drive 3
30379;7765;winstedt road 10
30380;7765;winstedt road 16
30381;7765;winstedt road 18
30382;7765;winstedt road 2
30383;7765;winstedt road 2a
30384;7765;winstedt road 3
30385;7765;winstedt road 3a
30386;7765;winstedt road 4
30387;7765;winstedt road 4a
30388;7765;winstedt road 4b
30389;7765;winstedt road blk c
30390;7765;winstedt road block c 4c
30391;7765;winstedt road c
30392;7766;east coast road 587
30393;7767;syed alwi road 116
30394;7768;king george`s avenue 336
30395;7768;king george`s avenue 336a
30396;7768;king george`s avenue 336b
30397;7768;king george`s avenue 336c
30398;7768;king george`s avenue 336d
30399;7769;nassim hill 40
30400;7770;jalan keris 1
30401;7770;jalan keris 13
30402;7770;jalan keris 15
30403;7770;jalan keris 18
30404;7770;jalan keris 19
30405;7770;jalan keris 2
30406;7770;jalan keris 22
30407;7770;jalan keris 24
30408;7770;jalan keris 28
30409;7770;jalan keris 29
30410;7770;jalan keris 4
30411;7770;jalan keris 42
30412;7770;jalan keris 43
30413;7770;jalan keris 47
30414;7770;jalan keris 6
30415;7770;jalan keris 7
30416;7770;jalan keris 9
30417;7770;keris drive 1
30418;7770;keris drive 10
30419;7770;keris drive 12
30420;7770;keris drive 13
30421;7770;keris drive 14
30422;7770;keris drive 16
30423;7770;keris drive 17
30424;7770;keris drive 18
30425;7770;keris drive 20
30426;7770;keris drive 22
30427;7770;keris drive 23
30428;7770;keris drive 24
30429;7770;keris drive 26
30430;7770;keris drive 28
30431;7770;keris drive 31
30432;7770;keris drive 32
30433;7770;keris drive 35
30434;7770;keris drive 38
30435;7770;keris drive 44
30436;7770;keris drive 46
30437;7770;keris drive 48
30438;7771;jalan keris 30
30439;7772;kitchener road 151
30440;7773;race course road 144
30441;7773;race course road 144b
30442;7773;race course road 144c
30443;7774;verdun road 16
30444;7774;verdun road 16a
30445;7774;verdun road 16b
30446;7774;verdun road 16c
30447;7775;taman warna 72
30448;7776;pandan loop 169
30449;7776;pandan loop 21
30450;7777;lorong m telok kurau 4
30451;7777;lorong m telok kurau 4h
30452;7778;taman warna 76
30453;7779;taman warna 70
30454;7780;tyrwhitt road 41
30455;7780;tyrwhitt road 41a
30456;7780;tyrwhitt road 41b
30457;7781;taman warna 66
30458;7782;duku lane 6
30459;7783;haigsville drive 1
30460;7784;kitchener road 153
30461;7784;kitchener road 155
30462;7785;everitt road 152a
30463;7786;onan road 263a
30464;7787;race course road 142
30465;7788;kitchener road 157
30466;7789;tech park crescent 48
30467;7790;race course road 146c
30468;7791;roberts lane 12
30469;7792;jalan besar 257a
30470;7793;telok kurau road 304
30471;7794;tech park crescent 34
30472;7794;tech park crescent 50
30473;7795;syed alwi road 118
30474;7796;taman warna 1
30475;7796;taman warna 100
30476;7796;taman warna 15
30477;7796;taman warna 16
30478;7796;taman warna 18
30479;7796;taman warna 19
30480;7796;taman warna 2
30481;7796;taman warna 22
30482;7796;taman warna 25
30483;7796;taman warna 26
30484;7796;taman warna 27
30485;7796;taman warna 28
30486;7796;taman warna 29
30487;7796;taman warna 31
30488;7796;taman warna 32
30489;7796;taman warna 34
30490;7796;taman warna 35
30491;7796;taman warna 36
30492;7796;taman warna 38
30493;7796;taman warna 4
30494;7796;taman warna 40
30495;7796;taman warna 42
30496;7796;taman warna 44
30497;7796;taman warna 48
30498;7796;taman warna 5
30499;7796;taman warna 54
30500;7796;taman warna 6
30501;7796;taman warna 62
30502;7796;taman warna 64
30503;7797;jalan dondang sayang 1
30504;7797;jalan dondang sayang 11
30505;7797;jalan dondang sayang 15
30506;7797;jalan dondang sayang 16
30507;7797;jalan dondang sayang 2
30508;7797;jalan dondang sayang 3
30509;8300;gul crescent 35
30510;7798;tech park crescent 21
30511;7798;tech park crescent 21a
30512;7799;guillemard road 92
30513;7800;koon seng road 12
30514;7801;east coast road 520
30515;7802;tanjong kling road 29
30516;7803;guillemard road 94
30517;7804;east coast road 563
30518;7804;east coast road 563-c
30519;7804;east coast road 563a
30520;7805;lorong m telok kurau 10
30521;7806;serangoon road 260
30522;7806;serangoon road 260a
30523;7807;lorong 4 geylang 29
30524;7807;lorong 4 geylang 29a
30525;7808;taman warna 94
30526;7809;race course road 148
30527;7810;clementi avenue 1 418
30528;7811;pandan loop 1
30529;7812;pandan loop 15
30530;7813;syed alwi road 119
30531;7813;syed alwi road 138
30532;7814;west coast road 512
30533;7815;taman warna 96
30534;7816;ghim moh link 32
30535;7817;jalan sempadan 25
30536;7818;nassim hill 40a
30537;7819;taman warna 60
30538;7820;tech park crescent 32
30539;7821;cluny road 6a
30540;7822;jalan besar 259b
30541;7823;jalan besar 257
30542;7825;serangoon road 256
30543;7826;onan road 259
30544;7827;dunbar walk 31
30545;7827;dunbar walk 31a
30546;7827;dunbar walk 32
30547;7827;dunbar walk 33a
30548;7827;dunbar walk 34
30549;7827;dunbar walk 36b
30550;7827;dunbar walk 37a
30551;7827;dunbar walk 38
30552;7827;dunbar walk 38c
30553;7828;syed alwi road 120
30554;7829;joo chiat road 292
30555;7830;ghim moh road 18
30556;7831;jalan dondang sayang 14
30557;7832;lorong 12 geylang 33/33a/35/
30558;7833;lorong n telok kurau 108
30559;7834;east coast avenue 28
30560;7835;kinta road 29
30561;7835;kinta road 30
30562;7835;kinta road 32
30563;7835;kinta road 33
30564;7835;kinta road 33a
30565;7835;kinta road 34
30566;7835;kinta road 35
30567;7835;kinta road 36
30568;7835;kinta road 37
30569;7835;kinta road 39c
30570;7835;kinta road 40
30571;7835;kinta road 44
30572;7835;race course road 454-a
30573;7835;race course road 454a
30574;7836;serangoon road 264
30575;7837;tech park crescent 52
30576;7837;tuas south avenue 4 52
30577;7838;clementi avenue 1 420
30578;7839;joo chiat road 290a
30579;7839;joo chiat road 290d
30580;7839;joo chiat road 290e
30581;7839;joo chiat road 290f
30582;7839;joo chiat road 290g
30583;8034;joo chiat road 290h
30584;7839;joo chiat road 290k
30585;7839;joo chiat road 290l
30586;7839;joo chiat road 290m
30587;7839;joo chiat road 290n
30588;7839;joo chiat road 290p
30589;7839;joo chiat road 290q
30590;7839;joo chiat road 290r
30591;7839;joo chiat road 290t
30592;7840;tech park crescent 30
30593;7841;syed alwi road 129
30594;7841;syed alwi road 130
30595;7842;race course road 152
30596;7843;race course road 150
30597;7844;kitchener road 163
30598;7845;siglap road 14e
30599;7846;syed alwi road 128
30600;7847;rose lane 02
30601;7847;rose lane 1
30602;7847;rose lane 10a
30603;7847;rose lane 11
30604;7847;rose lane 11a
30605;7847;rose lane 15a
30606;7847;rose lane 16a
30607;7847;rose lane 17
30608;7847;rose lane 17a
30609;7847;rose lane 17d
30610;7847;rose lane 17f
30611;7847;rose lane 17g
30612;7847;rose lane 19
30613;7847;rose lane 1a
30614;7847;rose lane 1b
30615;7847;rose lane 20a
30616;7847;rose lane 22a
30617;7847;rose lane 26
30618;7847;rose lane 26a
30619;7847;rose lane 3
30620;7847;rose lane 5
30621;7847;rose lane 5a
30622;7847;rose lane 6
30623;7847;rose lane 7a
30624;7847;rose lane 8
30625;7847;rose lane 8a
30626;7847;rose lane 9
30627;7847;rose lane 9a
30628;7848;east coast avenue 34
30629;7849;jalan molek 6a
30630;7849;lorong 1 geylang 6a
30631;7849;lorong 17 geylang 6a
30632;7849;lorong 24 geylang 6a
30633;7849;lorong 29 geylang 6a
30634;7849;lorong 32 geylang 4b
30635;7849;lorong 32 geylang 6a
30636;7849;lorong 9 geylang 6
30637;7849;lorong 9 geylang 6a
30638;7850;holland hill 16
30639;7851;race course road 156
30640;7852;tech park crescent 54
30641;7853;draycott park 6
30642;7854;onan road 258
30643;7855;tech park crescent 28
30644;7856;east coast drive 12
30645;7857;serangoon road 268
30646;7858;rose lane 15
30647;7859;tech park crescent 26
30648;7888;king george`s avenue 344b
30649;7861;jalan besar 263a
30650;7862;east coast avenue 38
30651;7863;allenby road 3
30652;7864;kinta road 28
30653;7865;serangoon road 270
30654;7900;king george`s avenue 111h
30655;7867;lady hill road 1
30656;7867;lady hill road 1a
30657;7868;duku road 71
30658;7869;tech park crescent 56
30659;7870;west coast walk 5
30660;7871;lorong 6 geylang 43a
30661;7871;lorong 6 geylang 43b
30662;9175;lorong 6 geylang 43c
30663;7871;lorong 6 geylang 43d
30664;7871;lorong 6 geylang 43e
30665;7871;lorong 6 geylang 43f
30666;7871;lorong 6 geylang 43h
30667;7872;joo chiat road 267
30668;7872;joo chiat road 267a
30669;7873;race course road 158
30670;7874;clementi avenue 1 416
30671;7875;holland road 91
30672;7876;serangoon road 272
30673;7877;haigsville drive 12
30674;7877;haigsville drive 14
30675;7877;haigsville drive 15
30676;7877;haigsville drive 18
30677;7877;haigsville drive 19
30678;7877;haigsville drive 21
30679;7877;haigsville drive 25
30680;7877;haigsville drive 27
30681;7877;haigsville drive 31
30682;7877;haigsville drive 33
30683;7877;haigsville drive 35
30684;7877;haigsville drive 39
30685;7878;rose lane 10
30686;7879;duku road 88
30687;7880;geylang road 4a
30688;7880;lorong 42 geylang 4a
30689;7880;lorong 42 geylang 4b
30690;7881;tech park crescent 24
30691;7882;anthony road 1
30692;7883;east coast drive 10
30693;7883;east coast drive 10a
30694;7884;tech park crescent 58
30695;7885;ceylon road 142
30696;7886;race course road 160
30697;7887;tech park crescent 65
30698;7888;king george`s avenue 344
30699;7888;king george`s avenue 344a
30700;7888;king george`s avenue 344c
30701;7888;king george`s avenue 344d
30702;7889;serangoon road 274
30703;9994;serangoon road 322a
30704;7890;jalan keris 45
30705;7891;carpmael road 127a
30706;7892;everitt road 120
30707;7893;jalan jurong kechil 102b
30708;7893;jalan jurong kechil 102c
30709;7893;jalan jurong kechil 102d
30710;7893;jalan jurong kechil 111
30711;7893;jalan jurong kechil 113
30712;7893;jalan jurong kechil 115
30713;7893;jalan jurong kechil 117
30714;7893;jalan jurong kechil 119
30715;7893;jalan jurong kechil 125
30716;7893;jalan jurong kechil 154
30717;7893;jalan jurong kechil 167
30718;7893;jalan jurong kechil 169
30719;7893;jalan jurong kechil 170
30720;7893;jalan jurong kechil 172
30721;7893;jalan jurong kechil 174
30722;7893;jalan jurong kechil 178
30723;7893;jalan jurong kechil 182
30724;7893;jalan jurong kechil 234
30725;7893;jalan jurong kechil 234a
30726;7893;jalan jurong kechil 300
30727;7893;jalan jurong kechil 64
30728;7893;jalan jurong kechil 64a
30729;7893;jalan jurong kechil 68
30730;7893;jalan jurong kechil 78
30731;7893;jalan jurong kechil 80
30732;7893;jalan jurong kechil 84
30733;7893;jalan jurong kechil 88
30734;7893;jalan jurong kechil 96
30735;7893;jalan tepong 15
30736;7893;jalan tepong 19
30737;7893;jalan tepong 27
30738;7893;jalan tepong 31
30739;7893;jalan tepong 37
30740;7893;jalan tepong 5
30741;7894;kinta road 38
30742;7895;race course road 162
30743;7896;anthony road 100
30744;7896;anthony road 11
30745;7896;anthony road 13
30746;7896;anthony road 14
30747;7896;anthony road 15
30748;7896;anthony road 3
30749;7897;race course road 154
30750;7898;lorong 14 geylang 8a
30751;7899;jalan sempadan 23
30752;7900;king george`s avenue 111
30753;7900;king george`s avenue 111-h
30754;7900;king george`s avenue 111a
30755;7900;king george`s avenue 111b
30756;7900;king george`s avenue 111c
30757;7900;king george`s avenue 111d
30758;7900;king george`s avenue 111e
30759;7900;king george`s avenue 111f
30760;7900;king george`s avenue 111k
30761;7900;king george`s avenue 111l
30762;7900;king george`s avenue 111m
30763;7900;king george`s avenue 111p
30764;7901;lorong 16 geylang 68
30765;7902;duku road 75
30766;7903;serangoon road 276
30767;7903;serangoon road 276/278
30768;7903;serangoon road 278
30769;7904;tech park crescent 60
30770;7905;onan road 255
30771;7906;cassia crescent 42
30772;7907;east coast avenue 48
30773;7908;french road 165
30774;7909;kitchener link 4
30775;7910;joo chiat road 261
30776;7911;rose lane 2
30777;7912;lorong n telok kurau 86a
30778;7913;joo chiat road 284a
30779;7913;joo chiat road 284b
30780;7914;onan road 254b
30781;7915;jalan kelabu asap 73
30782;7916;lorong liput 15
30783;7916;lorong liput 15b
30784;7917;jalan sempadan 27
30785;7918;jalan hitam manis 3
30786;7919;jalan keris 41
30787;7920;lorong liput 170e
30788;7920;lorong liput 17a
30789;7920;lorong liput 17b
30790;7920;lorong liput 17c
30791;7920;lorong liput 17d
30792;7920;lorong liput 17e
30793;7921;kinta road 42
30794;7922;holland hill 12
30795;7923;jalan besar 271
30796;7923;jalan besar 271a
30797;7923;jalan besar 271c
30798;7924;race course road 164
30799;7925;ceylon road 145
30800;7926;teng tong road 5
30801;7927;tech park crescent 22
30802;7927;tech park crescent 81
30803;7928;joo chiat road 257a
30804;7928;joo chiat road 257b
30805;7929;lorong 6 geylang 30
30806;7930;tech park crescent 62
30807;7931;kitchener road 165
30808;7932;holland avenue 118
30809;7933;orange grove road 10
30810;7933;orange grove road 12
30811;7933;orange grove road 13
30812;7933;orange grove road 22
30813;7933;orange grove road 25
30814;7933;orange grove road 35
30815;7933;orange grove road 37
30816;7933;orange grove road 6
30817;7933;orange grove road 6b
30818;7933;orange grove road 7
30819;7933;orange grove road 7a
30820;7933;orange grove road 7f
30821;7933;orange grove road 7g
30822;7933;orange grove road 8
30823;7933;orange grove road 8a
30824;7934;jalan kelabu asap 58
30825;7935;lady hill road 10
30826;7936;lorong n telok kurau 88
30827;7937;jalan besar 284
30828;7938;lorong melayu 82c
30829;7939;cluny road 6b
30830;7940;kinta road 39
30831;7940;kinta road 39a
30832;7941;tembeling road 100
30833;7941;tembeling road 105
30834;7941;tembeling road 105f
30835;7941;tembeling road 11
30836;7941;tembeling road 112
30837;7941;tembeling road 112a
30838;7941;tembeling road 112b
30839;7941;tembeling road 112c
30840;7941;tembeling road 112d
30841;7941;tembeling road 112f
30842;7941;tembeling road 112h
30843;7941;tembeling road 114a
30844;7941;tembeling road 115
30845;7941;tembeling road 116
30846;7941;tembeling road 118
30847;7941;tembeling road 118a
30848;7941;tembeling road 120
30849;7941;tembeling road 120a
30850;7941;tembeling road 121
30851;7941;tembeling road 122
30852;7941;tembeling road 122a
30853;7941;tembeling road 124-p7
30854;7941;tembeling road 124g
30855;7941;tembeling road 124k
30856;7941;tembeling road 126
30857;7941;tembeling road 126a
30858;7941;tembeling road 126b
30859;8034;tembeling road 126c
30860;7941;tembeling road 126d
30861;7941;tembeling road 126e
30862;7941;tembeling road 126f
30863;7941;tembeling road 126g
30864;7941;tembeling road 126h
30865;7941;tembeling road 126l
30866;7941;tembeling road 126m
30867;7941;tembeling road 126n
30868;7941;tembeling road 126q
30869;7941;tembeling road 126r
30870;7941;tembeling road 126s
30871;7941;tembeling road 128a
30872;7941;tembeling road 13
30873;7941;tembeling road 130
30874;7941;tembeling road 130a
30875;7941;tembeling road 131
30876;7941;tembeling road 132
30877;7941;tembeling road 134
30878;7941;tembeling road 134a
30879;7941;tembeling road 136
30880;7941;tembeling road 136a
30881;7941;tembeling road 137
30882;7941;tembeling road 138
30883;7941;tembeling road 139
30884;7941;tembeling road 140
30885;7941;tembeling road 142
30886;7941;tembeling road 146
30887;7941;tembeling road 148
30888;7941;tembeling road 15
30889;7941;tembeling road 152
30890;7941;tembeling road 152-f
30891;7941;tembeling road 152c
30892;7941;tembeling road 152e
30893;7941;tembeling road 152f
30894;7941;tembeling road 152k
30895;7941;tembeling road 154
30896;7941;tembeling road 155
30897;7941;tembeling road 156
30898;7941;tembeling road 157
30899;7941;tembeling road 160
30900;7941;tembeling road 161
30901;7941;tembeling road 162
30902;7941;tembeling road 163
30903;7941;tembeling road 165
30904;7941;tembeling road 167
30905;7941;tembeling road 168
30906;7941;tembeling road 17
30907;7941;tembeling road 170
30908;7941;tembeling road 171
30909;7941;tembeling road 175
30910;7941;tembeling road 17g
30911;7941;tembeling road 17m
30912;7941;tembeling road 17p
30913;7941;tembeling road 17q
30914;7941;tembeling road 184
30915;7941;tembeling road 184b
30916;7941;tembeling road 186b
30917;7941;tembeling road 187
30918;7941;tembeling road 187a
30919;7941;tembeling road 187b
30920;7941;tembeling road 187c
30921;7941;tembeling road 190c
30922;7941;tembeling road 191
30923;7941;tembeling road 195
30924;7941;tembeling road 196
30925;7941;tembeling road 198
30926;7941;tembeling road 20
30927;7941;tembeling road 201
30928;7941;tembeling road 203
30929;7941;tembeling road 205
30930;7941;tembeling road 207
30931;7941;tembeling road 207a
30932;7941;tembeling road 20b
30933;7941;tembeling road 20d
30934;7941;tembeling road 20e
30935;7941;tembeling road 21
30936;7941;tembeling road 211
30937;7941;tembeling road 213
30938;7941;tembeling road 217
30939;7941;tembeling road 219
30940;7941;tembeling road 21a
30941;7941;tembeling road 21b
30942;7941;tembeling road 21e
30943;7941;tembeling road 21f
30944;7941;tembeling road 221
30945;7941;tembeling road 223
30946;7941;tembeling road 225
30947;7941;tembeling road 226
30948;7941;tembeling road 227
30949;7941;tembeling road 229
30950;7941;tembeling road 22a
30951;7941;tembeling road 22b
30952;7941;tembeling road 22c
30953;7941;tembeling road 22f
30954;7941;tembeling road 233
30955;7941;tembeling road 233b
30956;7941;tembeling road 233d
30957;7941;tembeling road 237
30958;7941;tembeling road 238
30959;7941;tembeling road 239
30960;7941;tembeling road 243
30961;7941;tembeling road 246
30962;7941;tembeling road 247
30963;7941;tembeling road 25
30964;7941;tembeling road 250
30965;7941;tembeling road 251
30966;7941;tembeling road 251a
30967;7941;tembeling road 252
30968;7941;tembeling road 253
30969;7941;tembeling road 255
30970;7941;tembeling road 259
30971;7941;tembeling road 261
30972;7941;tembeling road 263
30973;7941;tembeling road 265
30974;7941;tembeling road 267
30975;7941;tembeling road 269
30976;7941;tembeling road 271
30977;7941;tembeling road 28
30978;7941;tembeling road 2d
30979;7941;tembeling road 3
30980;7941;tembeling road 37
30981;7941;tembeling road 37a
30982;7941;tembeling road 5
30983;7941;tembeling road 66
30984;7941;tembeling road 68
30985;7941;tembeling road 72
30986;7941;tembeling road 78
30987;7941;tembeling road 82
30988;7941;tembeling road 84
30989;7941;tembeling road 84a
30990;7941;tembeling road 86
30991;7941;tembeling road 9
30992;7941;tembeling road no.126
30993;7942;lorong 20 geylang 62
30994;7942;lorong 20 geylang 62c
30995;7942;lorong 20 geylang 62d
30996;7943;tech park crescent 17
30997;7943;tech park crescent 17a
30998;7944;east coast avenue 49
30999;7945;kallang avenue 85
31000;7946;tech park crescent 20
31001;7947;siglap road 20a
31002;7948;lorong 18 geylang 50
31003;7949;lorong n telok kurau 83
31004;7950;tech park crescent 64
31005;7951;lorong 8 geylang 41
31006;7952;carpmael road 103
31007;7952;carpmael road 105
31008;7952;carpmael road 106
31009;7952;carpmael road 107
31010;7952;carpmael road 108
31011;7952;carpmael road 11
31012;7952;carpmael road 110b
31013;7952;carpmael road 111
31014;7952;carpmael road 114a
31015;7952;carpmael road 115
31016;7952;carpmael road 115a
31017;7952;carpmael road 116
31018;7952;carpmael road 117
31019;7952;carpmael road 118
31020;7952;carpmael road 119
31021;7952;carpmael road 12
31022;7952;carpmael road 120
31023;7952;carpmael road 124
31024;7952;carpmael road 125
31025;7952;carpmael road 125a
31026;7952;carpmael road 127
31027;7952;carpmael road 129
31028;7952;carpmael road 130
31029;7952;carpmael road 130b
31030;7952;carpmael road 131
31031;7952;carpmael road 133
31032;7952;carpmael road 134
31033;7952;carpmael road 135
31034;7952;carpmael road 137
31035;7952;carpmael road 138
31036;7952;carpmael road 139
31037;7952;carpmael road 14
31038;7952;carpmael road 140
31039;7952;carpmael road 141
31040;7952;carpmael road 141a
31041;7952;carpmael road 142
31042;7952;carpmael road 143
31043;7952;carpmael road 146
31044;7952;carpmael road 15
31045;7952;carpmael road 151
31046;7952;carpmael road 159
31047;7952;carpmael road 160
31048;7952;carpmael road 161
31049;7952;carpmael road 162
31050;7952;carpmael road 165
31051;7952;carpmael road 168
31052;7952;carpmael road 169
31053;7952;carpmael road 170
31054;7952;carpmael road 174
31055;7952;carpmael road 175
31056;7952;carpmael road 176
31057;7952;carpmael road 179
31058;7952;carpmael road 18
31059;7952;carpmael road 182
31060;7952;carpmael road 184
31061;7952;carpmael road 186
31062;7952;carpmael road 19
31063;7952;carpmael road 190
31064;7952;carpmael road 194
31065;7952;carpmael road 196
31066;7952;carpmael road 197
31067;7952;carpmael road 20
31068;7952;carpmael road 205
31069;7952;carpmael road 21
31070;7952;carpmael road 210
31071;7952;carpmael road 216
31072;7952;carpmael road 218
31073;7952;carpmael road 22
31074;7952;carpmael road 222
31075;7952;carpmael road 224
31076;7952;carpmael road 226
31077;7952;carpmael road 228
31078;7952;carpmael road 230
31079;7952;carpmael road 232
31080;7952;carpmael road 234
31081;7952;carpmael road 24
31082;7952;carpmael road 24a
31083;7952;carpmael road 252
31084;7952;carpmael road 254
31085;7952;carpmael road 26
31086;7952;carpmael road 28
31087;7952;carpmael road 2a
31088;7952;carpmael road 35
31089;7952;carpmael road 4
31090;7952;carpmael road 41
31091;7952;carpmael road 44
31092;7952;carpmael road 47
31093;7952;carpmael road 48
31094;7952;carpmael road 4a
31095;7952;carpmael road 4b
31096;7952;carpmael road 51
31097;7952;carpmael road 53
31098;7952;carpmael road 58
31099;7952;carpmael road 60
31100;7952;carpmael road 65
31101;7952;carpmael road 66
31102;7952;carpmael road 67
31103;7952;carpmael road 68
31104;7952;carpmael road 6b
31105;7952;carpmael road 70
31106;7952;carpmael road 72
31107;7952;carpmael road 73
31108;7952;carpmael road 73a
31109;7952;carpmael road 74
31110;7952;carpmael road 75
31111;7952;carpmael road 75a
31112;7952;carpmael road 76
31113;7952;carpmael road 79a
